,Id,Gracz1,Talia1,Gracz2,Talia2,Wynik
52484,152485.0,A1,deck702239,A1,deck361428,1
52498,152499.0,A1,deck391141,A1,deck525010,0
52527,152528.0,A1,deck822100,A1,deck605555,1
52591,152592.0,A1,deck847742,A1,deck757429,1
52712,152713.0,A1,deck366025,A1,deck374740,0
52795,152796.0,A1,deck126998,A1,deck366025,0
52796,152797.0,A1,deck716913,A1,deck667883,0
52839,152840.0,A1,deck667883,A1,deck814743,0
52852,152853.0,A1,deck332728,A1,deck847742,1
52862,152863.0,A1,deck295052,A1,deck648089,0
52888,152889.0,A1,deck762510,A1,deck956742,1
52903,152904.0,A1,deck736134,A1,deck126998,1
52908,152909.0,A1,deck391141,A1,deck550173,0
52958,152959.0,A1,deck302164,A1,deck783787,0
52967,152968.0,A1,deck391141,A1,deck834253,0
53122,153123.0,A1,deck716913,A1,deck834253,1
53149,153150.0,A1,deck783787,A1,deck757429,1
53165,153166.0,A1,deck337123,A1,deck989685,0
53168,153169.0,A1,deck361428,A1,deck455144,1
53313,153314.0,A1,deck953788,A1,deck707709,0
53326,153327.0,A1,deck155445,A1,deck743088,1
53335,153336.0,A1,deck483519,A1,deck952629,1
53415,153416.0,A1,deck929572,A1,deck302164,1
53481,153482.0,A1,deck953788,A1,deck631867,0
53501,153502.0,A1,deck458651,A1,deck902884,0
53515,153516.0,A1,deck337123,A1,deck822100,0
53576,153577.0,A1,deck483519,A1,deck986078,0
53656,153657.0,A1,deck391141,A1,deck550173,0
53688,153689.0,A1,deck615660,A1,deck814743,1
53744,153745.0,A1,deck702239,A1,deck952629,0
53774,153775.0,A1,deck757429,A1,deck664916,0
53793,153794.0,A1,deck679959,A1,deck757429,1
53811,153812.0,A1,deck912030,A1,deck525010,1
53820,153821.0,A1,deck308276,A1,deck707709,0
53868,153869.0,A1,deck615660,A1,deck380059,0
53869,153870.0,A1,deck902884,A1,deck525929,1
53914,153915.0,A1,deck458651,A1,deck799024,1
53950,153951.0,A1,deck964828,A1,deck814743,0
53951,153952.0,A1,deck986212,A1,deck757429,1
54001,154002.0,A1,deck667883,A1,deck757429,0
54034,154035.0,A1,deck986212,A1,deck631867,0
54081,154082.0,A1,deck667883,A1,deck525010,1
54109,154110.0,A1,deck224532,A1,deck929572,0
54112,154113.0,A1,deck664916,A1,deck295052,1
54126,154127.0,A1,deck391141,A1,deck822100,0
54131,154132.0,A1,deck151327,A1,deck380067,1
54144,154145.0,A1,deck374740,A1,deck664916,1
54192,154193.0,A1,deck631867,A1,deck155445,0
54222,154223.0,A1,deck126998,A1,deck757429,0
54229,154230.0,A1,deck458651,A1,deck667883,0
54253,154254.0,A1,deck391141,A1,deck814743,0
54322,154323.0,A1,deck295052,A1,deck716913,0
54352,154353.0,A1,deck550173,A1,deck822100,1
54380,154381.0,A1,deck455144,A1,deck615660,0
54384,154385.0,A1,deck651132,A1,deck411629,1
54392,154393.0,A1,deck483519,A1,deck578264,0
54495,154496.0,A1,deck979479,A1,deck667883,1
54531,154532.0,A1,deck679959,A1,deck550173,0
54536,154537.0,A1,deck822100,A1,deck337123,1
54542,154543.0,A1,deck550173,A1,deck391141,1
54587,154588.0,A1,deck743088,A1,deck155445,0
54610,154611.0,A1,deck762510,A1,deck380067,1
54691,154692.0,A1,deck599712,A1,deck550173,1
54802,154803.0,A1,deck989685,A1,deck989685,0
54856,154857.0,A1,deck434733,A1,deck799024,1
54861,154862.0,A1,deck912030,A1,deck924291,0
54870,154871.0,A1,deck822100,A1,deck736134,0
54905,154906.0,A1,deck924291,A1,deck757429,1
54931,154932.0,A1,deck739870,A1,deck667883,1
54934,154935.0,A1,deck953788,A1,deck924291,0
55044,155045.0,A1,deck783787,A1,deck391141,0
55154,155155.0,A1,deck308276,A1,deck757429,0
55173,155174.0,A1,deck525010,A1,deck374740,1
55191,155192.0,A1,deck599712,A1,deck578264,1
55272,155273.0,A1,deck434733,A1,deck743088,1
55279,155280.0,A1,deck667883,A1,deck290069,0
55285,155286.0,A1,deck814743,A1,deck702239,0
55293,155294.0,A1,deck418344,A1,deck411629,1
55386,155387.0,A1,deck707709,A1,deck605555,0
55416,155417.0,A1,deck809243,A1,deck605555,0
55430,155431.0,A1,deck366025,A1,deck743088,1
55442,155443.0,A1,deck780948,A1,deck783787,1
55459,155460.0,A1,deck783787,A1,deck290069,0
55562,155563.0,A1,deck458651,A1,deck374740,0
55602,155603.0,A1,deck924291,A1,deck565877,1
55744,155745.0,A1,deck964828,A1,deck780948,1
55755,155756.0,A1,deck651132,A1,deck952629,0
55759,155760.0,A1,deck458651,A1,deck707709,1
55795,155796.0,A1,deck126998,A1,deck599712,0
55818,155819.0,A1,deck224532,A1,deck929572,0
55832,155833.0,A1,deck681935,A1,deck667883,0
55877,155878.0,A1,deck799024,A1,deck380059,0
55911,155912.0,A1,deck707709,A1,deck989685,0
55915,155916.0,A1,deck667883,A1,deck743088,0
55986,155987.0,A1,deck361428,A1,deck525929,1
55988,155989.0,A1,deck525010,A1,deck762510,0
56031,156032.0,A1,deck847742,A1,deck302164,0
56126,156127.0,A1,deck799024,A1,deck667883,1
56129,156130.0,A1,deck743088,A1,deck924291,0
56166,156167.0,A1,deck956742,A1,deck799024,1
56183,156184.0,A1,deck924291,A1,deck599712,0
56229,156230.0,A1,deck434733,A1,deck332728,1
56262,156263.0,A1,deck458651,A1,deck380067,0
56275,156276.0,A1,deck302164,A1,deck702239,0
56279,156280.0,A1,deck964828,A1,deck361428,0
56352,156353.0,A1,deck952629,A1,deck418344,1
56374,156375.0,A1,deck952629,A1,deck783787,1
56413,156414.0,A1,deck455144,A1,deck418344,0
56429,156430.0,A1,deck757429,A1,deck295052,1
56492,156493.0,A1,deck648089,A1,deck565877,1
56496,156497.0,A1,deck631867,A1,deck565877,1
56512,156513.0,A1,deck679959,A1,deck605555,0
56593,156594.0,A1,deck847742,A1,deck979479,0
56671,156672.0,A1,deck458651,A1,deck380059,0
56774,156775.0,A1,deck155445,A1,deck565877,0
56816,156817.0,A1,deck411629,A1,deck762510,0
56820,156821.0,A1,deck780948,A1,deck707709,0
56833,156834.0,A1,deck418344,A1,deck483519,1
56883,156884.0,A1,deck599712,A1,deck366025,0
56885,156886.0,A1,deck736134,A1,deck411629,0
56950,156951.0,A1,deck799024,A1,deck455144,0
56961,156962.0,A1,deck702239,A1,deck681935,1
56968,156969.0,A1,deck651132,A1,deck924291,0
57006,157007.0,A1,deck986078,A1,deck912030,1
57077,157078.0,A1,deck702239,A1,deck664916,1
57099,157100.0,A1,deck648089,A1,deck757429,0
57107,157108.0,A1,deck550173,A1,deck631867,1
57126,157127.0,A1,deck126998,A1,deck736134,0
57196,157197.0,A1,deck739870,A1,deck912030,0
57199,157200.0,A1,deck391141,A1,deck290069,0
57233,157234.0,A1,deck605555,A1,deck525929,0
57268,157269.0,A1,deck224532,A1,deck295052,0
57458,157459.0,A1,deck667883,A1,deck599712,1
57482,157483.0,A1,deck739870,A1,deck912030,0
57487,157488.0,A1,deck681935,A1,deck822100,0
57502,157503.0,A1,deck411629,A1,deck799024,0
57512,157513.0,A1,deck151327,A1,deck599712,0
57553,157554.0,A1,deck651132,A1,deck964828,1
57559,157560.0,A1,deck434733,A1,deck418344,0
57613,157614.0,A1,deck814743,A1,deck667883,1
57623,157624.0,A1,deck197966,A1,deck929572,1
57635,157636.0,A1,deck455144,A1,deck707709,1
57657,157658.0,A1,deck902884,A1,deck664916,1
57729,157730.0,A1,deck664916,A1,deck578264,1
57774,157775.0,A1,deck380067,A1,deck952629,1
57833,157834.0,A1,deck924291,A1,deck956742,1
57843,157844.0,A1,deck565877,A1,deck371776,0
57907,157908.0,A1,deck295052,A1,deck308276,0
57956,157957.0,A1,deck809243,A1,deck197966,0
58033,158034.0,A1,deck783787,A1,deck366025,0
58116,158117.0,A1,deck605555,A1,deck834253,1
58127,158128.0,A1,deck986078,A1,deck550173,0
58148,158149.0,A1,deck679959,A1,deck380059,0
58189,158190.0,A1,deck956742,A1,deck664916,0
58201,158202.0,A1,deck308276,A1,deck224532,1
58214,158215.0,A1,deck809243,A1,deck952629,0
58261,158262.0,A1,deck834253,A1,deck458651,0
58319,158320.0,A1,deck418344,A1,deck780948,1
58327,158328.0,A1,deck411629,A1,deck418344,0
58349,158350.0,A1,deck455144,A1,deck902884,1
58370,158371.0,A1,deck380067,A1,deck986078,1
58376,158377.0,A1,deck924291,A1,deck605555,1
58436,158437.0,A1,deck799024,A1,deck847742,0
58538,158539.0,A1,deck565877,A1,deck391141,0
58560,158561.0,A1,deck337123,A1,deck295052,0
58622,158623.0,A1,deck290069,A1,deck739870,1
58672,158673.0,A1,deck308276,A1,deck380067,1
58791,158792.0,A1,deck224532,A1,deck525010,0
58794,158795.0,A1,deck681935,A1,deck681935,1
58797,158798.0,A1,deck809243,A1,deck525010,0
58813,158814.0,A1,deck953788,A1,deck952629,0
58826,158827.0,A1,deck822100,A1,deck615660,0
58886,158887.0,A1,deck799024,A1,deck483519,0
58959,158960.0,A1,deck979479,A1,deck151327,0
58982,158983.0,A1,deck302164,A1,deck290069,1
58994,158995.0,A1,deck631867,A1,deck912030,1
59017,159018.0,A1,deck599712,A1,deck702239,1
59019,159020.0,A1,deck822100,A1,deck418344,1
59062,159063.0,A1,deck380059,A1,deck337123,1
59109,159110.0,A1,deck651132,A1,deck953788,0
59150,159151.0,A1,deck224532,A1,deck302164,0
59224,159225.0,A1,deck664916,A1,deck979479,0
59231,159232.0,A1,deck902884,A1,deck578264,1
59260,159261.0,A1,deck302164,A1,deck458651,1
59400,159401.0,A1,deck953788,A1,deck411629,0
59403,159404.0,A1,deck664916,A1,deck151327,0
59411,159412.0,A1,deck525010,A1,deck290069,1
59436,159437.0,A1,deck126998,A1,deck380067,0
59518,159519.0,A1,deck762510,A1,deck458651,1
59522,159523.0,A1,deck986078,A1,deck814743,1
59528,159529.0,A1,deck902884,A1,deck989685,1
59608,159609.0,A1,deck924291,A1,deck332728,1
59710,159711.0,A1,deck702239,A1,deck578264,0
59773,159774.0,A1,deck707709,A1,deck308276,0
59851,159852.0,A1,deck126998,A1,deck458651,1
59906,159907.0,A1,deck736134,A1,deck814743,1
59907,159908.0,A1,deck757429,A1,deck578264,0
59993,159994.0,A1,deck371776,A1,deck912030,0
60030,160031.0,A1,deck929572,A1,deck743088,0
60040,160041.0,A1,deck648089,A1,deck834253,0
60064,160065.0,A1,deck308276,A1,deck989685,1
60074,160075.0,A1,deck651132,A1,deck380059,0
60085,160086.0,A1,deck155445,A1,deck743088,1
60184,160185.0,A1,deck605555,A2,deck126998,1
60291,160292.0,A1,deck411629,A2,deck664916,1
60348,160349.0,A1,deck605555,A2,deck953788,0
60435,160436.0,A1,deck337123,A2,deck458651,0
60465,160466.0,A1,deck979479,A2,deck651132,1
60494,160495.0,A1,deck599712,A2,deck707709,1
60554,160555.0,A1,deck224532,A2,deck707709,0
60598,160599.0,A1,deck924291,A2,deck391141,1
60603,160604.0,A1,deck565877,A2,deck380067,1
60623,160624.0,A1,deck455144,A2,deck550173,0
60669,160670.0,A1,deck631867,A2,deck374740,0
60727,160728.0,A1,deck302164,A2,deck599712,1
60798,160799.0,A1,deck780948,A2,deck380067,1
60881,160882.0,A1,deck847742,A2,deck455144,0
60935,160936.0,A1,deck664916,A2,deck615660,0
60956,160957.0,A1,deck956742,A2,deck361428,1
61037,161038.0,A1,deck736134,A2,deck986078,1
61052,161053.0,A1,deck651132,A2,deck615660,0
61110,161111.0,A1,deck434733,A2,deck834253,0
61126,161127.0,A1,deck550173,A2,deck380059,0
61128,161129.0,A1,deck374740,A2,deck337123,0
61136,161137.0,A1,deck681935,A2,deck679959,1
61146,161147.0,A1,deck434733,A2,deck964828,0
61153,161154.0,A1,deck799024,A2,deck814743,1
61154,161155.0,A1,deck986078,A2,deck151327,0
61173,161174.0,A1,deck434733,A2,deck986212,1
61181,161182.0,A1,deck929572,A2,deck302164,0
61182,161183.0,A1,deck986078,A2,deck648089,0
61214,161215.0,A1,deck302164,A2,deck707709,0
61274,161275.0,A1,deck648089,A2,deck366025,1
61278,161279.0,A1,deck847742,A2,deck681935,1
61287,161288.0,A1,deck834253,A2,deck361428,0
61305,161306.0,A1,deck736134,A2,deck371776,1
61361,161362.0,A1,deck814743,A2,deck847742,1
61470,161471.0,A1,deck525010,A2,deck809243,1
61516,161517.0,A1,deck912030,A2,deck578264,0
61527,161528.0,A1,deck681935,A2,deck681935,1
61634,161635.0,A1,deck599712,A2,deck361428,0
61642,161643.0,A1,deck458651,A2,deck483519,0
61669,161670.0,A1,deck391141,A2,deck126998,1
61717,161718.0,A1,deck743088,A2,deck197966,0
61720,161721.0,A1,deck631867,A2,deck757429,1
61738,161739.0,A1,deck337123,A2,deck979479,0
61739,161740.0,A1,deck599712,A2,deck605555,0
61741,161742.0,A1,deck809243,A2,deck953788,1
61770,161771.0,A1,deck578264,A2,deck783787,0
61846,161847.0,A1,deck762510,A2,deck964828,1
61880,161881.0,A1,deck455144,A2,deck799024,0
61915,161916.0,A1,deck956742,A2,deck197966,0
61917,161918.0,A1,deck366025,A2,deck371776,0
61922,161923.0,A1,deck126998,A2,deck757429,1
61961,161962.0,A1,deck197966,A2,deck483519,1
62052,162053.0,A1,deck434733,A2,deck986212,1
62100,162101.0,A1,deck332728,A2,deck525010,0
62122,162123.0,A1,deck308276,A2,deck847742,1
62139,162140.0,A1,deck308276,A2,deck565877,1
62262,162263.0,A1,deck814743,A2,deck716913,1
62278,162279.0,A1,deck648089,A2,deck380059,0
62287,162288.0,A1,deck902884,A2,deck391141,1
62290,162291.0,A1,deck924291,A2,deck757429,1
62294,162295.0,A1,deck757429,A2,deck702239,1
62324,162325.0,A1,deck986078,A2,deck155445,0
62366,162367.0,A1,deck953788,A2,deck308276,0
62376,162377.0,A1,deck953788,A2,deck565877,0
62410,162411.0,A1,deck224532,A2,deck126998,0
62454,162455.0,A1,deck979479,A2,deck743088,1
62465,162466.0,A1,deck707709,A2,deck707709,1
62495,162496.0,A1,deck525929,A2,deck986212,1
62503,162504.0,A1,deck956742,A2,deck361428,0
62532,162533.0,A1,deck989685,A2,deck290069,1
62575,162576.0,A1,deck707709,A2,deck380059,0
62660,162661.0,A1,deck929572,A2,deck525929,1
62669,162670.0,A1,deck929572,A2,deck664916,1
62673,162674.0,A1,deck716913,A2,deck651132,1
62681,162682.0,A1,deck956742,A2,deck578264,1
62704,162705.0,A1,deck455144,A2,deck411629,0
62711,162712.0,A1,deck924291,A2,deck434733,1
62724,162725.0,A1,deck418344,A2,deck667883,0
62730,162731.0,A1,deck664916,A2,deck155445,0
62855,162856.0,A1,deck664916,A2,deck337123,1
63056,163057.0,A1,deck902884,A2,deck809243,1
63183,163184.0,A1,deck953788,A2,deck361428,0
63185,163186.0,A1,deck953788,A2,deck956742,1
63385,163386.0,A1,deck964828,A2,deck455144,0
63393,163394.0,A1,deck295052,A2,deck197966,1
63494,163495.0,A1,deck979479,A2,deck380059,0
63521,163522.0,A1,deck651132,A2,deck964828,0
63525,163526.0,A1,deck458651,A2,deck847742,0
63572,163573.0,A1,deck126998,A2,deck736134,1
63582,163583.0,A1,deck814743,A2,deck565877,0
63600,163601.0,A1,deck366025,A2,deck847742,1
63674,163675.0,A1,deck847742,A2,deck605555,1
63824,163825.0,A1,deck679959,A2,deck458651,0
63880,163881.0,A1,deck929572,A2,deck739870,1
63886,163887.0,A1,deck986212,A2,deck799024,0
63899,163900.0,A1,deck126998,A2,deck337123,1
63944,163945.0,A1,deck739870,A2,deck155445,0
63981,163982.0,A1,deck380067,A2,deck681935,0
64072,164073.0,A1,deck337123,A2,deck964828,0
64110,164111.0,A1,deck986212,A2,deck681935,0
64114,164115.0,A1,deck681935,A2,deck366025,0
64128,164129.0,A1,deck739870,A2,deck151327,0
64149,164150.0,A1,deck155445,A2,deck834253,1
64219,164220.0,A1,deck707709,A2,deck952629,1
64288,164289.0,A1,deck295052,A2,deck667883,0
64309,164310.0,A1,deck986078,A2,deck565877,1
64366,164367.0,A1,deck809243,A2,deck952629,1
64370,164371.0,A1,deck648089,A2,deck332728,0
64426,164427.0,A1,deck308276,A2,deck757429,1
64477,164478.0,A1,deck525010,A2,deck380067,0
64488,164489.0,A1,deck681935,A2,deck648089,1
64632,164633.0,A1,deck912030,A2,deck679959,0
64651,164652.0,A1,deck648089,A2,deck952629,1
64681,164682.0,A1,deck979479,A2,deck814743,0
64700,164701.0,A1,deck411629,A2,deck332728,0
64703,164704.0,A1,deck434733,A2,deck986078,1
64708,164709.0,A1,deck380059,A2,deck924291,0
64766,164767.0,A1,deck151327,A2,deck702239,1
64769,164770.0,A1,deck809243,A2,deck308276,0
64788,164789.0,A1,deck550173,A2,deck757429,1
64791,164792.0,A1,deck681935,A2,deck391141,1
64802,164803.0,A1,deck631867,A2,deck308276,1
64826,164827.0,A1,deck361428,A2,deck332728,1
64858,164859.0,A1,deck979479,A2,deck380067,1
64915,164916.0,A1,deck605555,A2,deck648089,0
64932,164933.0,A1,deck739870,A2,deck716913,1
64938,164939.0,A1,deck783787,A2,deck197966,0
64955,164956.0,A1,deck952629,A2,deck736134,1
64990,164991.0,A1,deck912030,A2,deck822100,0
64998,164999.0,A1,deck332728,A2,deck337123,0
65038,165039.0,A1,deck651132,A2,deck707709,1
65094,165095.0,A1,deck847742,A2,deck411629,0
65106,165107.0,A1,deck912030,A2,deck739870,1
65157,165158.0,A1,deck762510,A2,deck550173,1
65158,165159.0,A1,deck986078,A2,deck953788,0
65174,165175.0,A1,deck525929,A2,deck664916,1
65233,165234.0,A1,deck924291,A2,deck290069,1
65240,165241.0,A1,deck525010,A2,deck197966,0
65310,165311.0,A1,deck599712,A2,deck757429,0
65344,165345.0,A1,deck224532,A2,deck290069,0
65494,165495.0,A1,deck126998,A2,deck371776,0
65508,165509.0,A1,deck702239,A2,deck986212,1
65526,165527.0,A1,deck780948,A2,deck847742,1
65533,165534.0,A1,deck834253,A2,deck224532,1
65567,165568.0,A1,deck605555,A2,deck455144,1
65657,165658.0,A1,deck956742,A2,deck799024,0
65676,165677.0,A1,deck847742,A2,deck739870,1
65712,165713.0,A1,deck834253,A2,deck366025,0
65744,165745.0,A1,deck374740,A2,deck834253,1
65754,165755.0,A1,deck126998,A2,deck458651,1
65839,165840.0,A1,deck924291,A2,deck902884,0
65855,165856.0,A1,deck986078,A2,deck664916,1
65952,165953.0,A1,deck664916,A2,deck295052,1
65980,165981.0,A1,deck953788,A2,deck361428,0
66156,166157.0,A1,deck979479,A2,deck986078,0
66216,166217.0,A1,deck739870,A2,deck648089,1
66255,166256.0,A1,deck702239,A2,deck822100,0
66286,166287.0,A1,deck483519,A2,deck679959,1
66293,166294.0,A1,deck814743,A2,deck929572,0
66298,166299.0,A1,deck411629,A2,deck664916,1
66309,166310.0,A1,deck434733,A2,deck455144,1
66330,166331.0,A1,deck681935,A2,deck605555,0
66358,166359.0,A1,deck308276,A2,deck151327,0
66379,166380.0,A1,deck302164,A2,deck956742,1
66395,166396.0,A1,deck151327,A2,deck924291,0
66423,166424.0,A1,deck455144,A2,deck651132,1
66446,166447.0,A1,deck679959,A2,deck418344,0
66479,166480.0,A1,deck762510,A2,deck308276,0
66525,166526.0,A1,deck847742,A2,deck366025,0
66534,166535.0,A1,deck956742,A2,deck847742,1
66552,166553.0,A1,deck989685,A2,deck912030,1
66556,166557.0,A1,deck651132,A2,deck578264,0
66584,166585.0,A1,deck834253,A2,deck814743,0
66593,166594.0,A1,deck952629,A2,deck458651,0
66598,166599.0,A1,deck525010,A2,deck391141,0
66599,166600.0,A1,deck986212,A2,deck308276,1
66601,166602.0,A1,deck525010,A2,deck979479,1
66651,166652.0,A1,deck151327,A2,deck924291,0
66662,166663.0,A1,deck411629,A2,deck565877,0
66726,166727.0,A1,deck956742,A2,deck337123,0
66753,166754.0,A1,deck809243,A2,deck455144,0
66797,166798.0,A1,deck989685,A2,deck847742,1
66798,166799.0,A1,deck814743,A2,deck455144,0
66842,166843.0,A1,deck391141,A2,deck952629,1
66847,166848.0,A1,deck151327,A2,deck739870,0
66936,166937.0,A1,deck418344,A2,deck648089,0
67067,167068.0,A1,deck418344,A2,deck986212,1
67104,167105.0,A1,deck578264,A2,deck809243,0
67111,167112.0,A1,deck664916,A2,deck799024,0
67113,167114.0,A1,deck458651,A2,deck332728,1
67119,167120.0,A1,deck648089,A2,deck418344,0
67213,167214.0,A1,deck366025,A2,deck707709,1
67289,167290.0,A1,deck550173,A2,deck224532,0
67312,167313.0,A1,deck780948,A2,deck455144,0
67394,167395.0,A1,deck986078,A2,deck902884,1
67425,167426.0,A1,deck989685,A2,deck290069,1
67432,167433.0,A1,deck964828,A2,deck418344,0
67470,167471.0,A1,deck550173,A2,deck295052,0
67499,167500.0,A1,deck483519,A2,deck716913,0
67502,167503.0,A1,deck525010,A2,deck155445,0
67516,167517.0,A1,deck716913,A2,deck361428,1
67553,167554.0,A1,deck667883,A2,deck736134,0
67576,167577.0,A1,deck458651,A2,deck458651,0
67586,167587.0,A1,deck762510,A2,deck361428,1
67795,167796.0,A1,deck391141,A2,deck757429,0
67871,167872.0,A1,deck366025,A2,deck455144,0
67880,167881.0,A1,deck743088,A2,deck366025,0
67924,167925.0,A1,deck956742,A2,deck483519,0
67947,167948.0,A1,deck411629,A2,deck953788,0
67955,167956.0,A1,deck374740,A2,deck986212,1
67961,167962.0,A1,deck783787,A2,deck366025,1
67972,167973.0,A1,deck989685,A2,deck667883,0
68035,168036.0,A1,deck736134,A2,deck615660,0
68065,168066.0,A1,deck847742,A2,deck380067,0
68147,168148.0,A1,deck912030,A2,deck332728,0
68163,168164.0,A1,deck525010,A2,deck834253,0
68184,168185.0,A1,deck956742,A2,deck834253,0
68187,168188.0,A1,deck126998,A2,deck458651,1
68215,168216.0,A1,deck224532,A2,deck308276,1
68242,168243.0,A1,deck739870,A2,deck809243,1
68250,168251.0,A1,deck418344,A2,deck224532,1
68256,168257.0,A1,deck743088,A2,deck681935,1
68265,168266.0,A1,deck525010,A2,deck550173,0
68295,168296.0,A1,deck391141,A2,deck565877,1
68384,168385.0,A1,deck783787,A2,deck809243,0
68418,168419.0,A1,deck371776,A2,deck332728,0
68483,168484.0,A1,deck912030,A2,deck757429,0
68533,168534.0,A1,deck434733,A2,deck458651,1
68604,168605.0,A1,deck578264,A2,deck716913,0
68606,168607.0,A1,deck986212,A2,deck716913,1
68632,168633.0,A1,deck605555,A2,deck197966,0
68662,168663.0,A1,deck578264,A2,deck434733,0
68742,168743.0,A1,deck783787,A2,deck458651,0
68783,168784.0,A1,deck989685,A2,deck716913,1
68827,168828.0,A1,deck599712,A2,deck681935,1
68858,168859.0,A1,deck702239,A2,deck380067,0
68883,168884.0,A1,deck151327,A2,deck224532,1
68955,168956.0,A1,deck483519,A2,deck565877,0
69028,169029.0,A1,deck126998,A2,deck361428,0
69043,169044.0,A1,deck986212,A2,deck809243,0
69077,169078.0,A1,deck707709,A2,deck953788,0
69099,169100.0,A1,deck780948,A2,deck929572,0
69119,169120.0,A1,deck308276,A2,deck702239,1
69187,169188.0,A1,deck986078,A2,deck664916,0
69248,169249.0,A1,deck371776,A2,deck411629,0
69269,169270.0,A1,deck418344,A2,deck681935,1
69312,169313.0,A1,deck986212,A2,deck455144,1
69343,169344.0,A1,deck979479,A2,deck716913,0
69419,169420.0,A1,deck224532,A2,deck952629,0
69467,169468.0,A1,deck418344,A2,deck929572,1
69564,169565.0,A1,deck912030,A2,deck578264,0
69620,169621.0,A1,deck667883,A2,deck757429,1
69684,169685.0,A1,deck986078,A2,deck902884,1
69724,169725.0,A1,deck739870,A2,deck578264,0
69759,169760.0,A1,deck525010,A2,deck702239,0
69771,169772.0,A1,deck151327,A2,deck986078,0
69780,169781.0,A1,deck197966,A2,deck651132,1
69809,169810.0,A1,deck295052,A2,deck736134,1
69812,169813.0,A1,deck578264,A2,deck822100,0
69875,169876.0,A1,deck924291,A2,deck151327,1
69901,169902.0,A1,deck615660,A2,deck964828,1
69954,169955.0,A1,deck822100,A2,deck483519,0
69999,170000.0,A1,deck799024,A2,deck989685,0
70017,170018.0,A1,deck924291,A2,deck295052,1
70020,170021.0,A1,deck483519,A2,deck814743,1
70110,170111.0,A1,deck302164,A2,deck332728,0
70123,170124.0,A1,deck550173,A2,deck615660,1
70173,170174.0,A1,deck374740,A2,deck458651,0
70249,170250.0,A1,deck679959,A2,deck631867,0
70278,170279.0,A1,deck483519,A2,deck565877,0
70458,170459.0,A1,deck374740,A2,deck847742,0
70487,170488.0,A1,deck707709,A2,deck371776,1
70517,170518.0,A1,deck418344,A2,deck374740,0
70553,170554.0,A1,deck366025,A2,deck151327,0
70566,170567.0,A1,deck989685,A2,deck783787,1
70582,170583.0,A1,deck702239,A2,deck434733,0
70606,170607.0,A1,deck739870,A2,deck525010,1
70612,170613.0,A1,deck483519,A2,deck716913,1
70655,170656.0,A1,deck455144,A2,deck631867,1
70680,170681.0,A1,deck964828,A2,deck780948,1
70682,170683.0,A1,deck681935,A2,deck780948,0
70777,170778.0,A1,deck952629,A2,deck952629,1
70812,170813.0,A1,deck822100,A2,deck814743,1
70833,170834.0,A1,deck780948,A2,deck924291,0
70855,170856.0,A1,deck681935,A2,deck964828,0
70893,170894.0,A1,deck757429,A2,deck155445,1
71112,171113.0,A1,deck809243,A2,deck550173,1
71149,171150.0,A1,deck743088,A2,deck295052,1
71154,171155.0,A1,deck986078,A2,deck374740,0
71157,171158.0,A1,deck736134,A2,deck964828,1
71167,171168.0,A1,deck679959,A2,deck371776,0
71207,171208.0,A1,deck224532,A2,deck979479,0
71264,171265.0,A1,deck455144,A2,deck679959,1
71279,171280.0,A1,deck739870,A2,deck483519,0
71309,171310.0,A1,deck599712,A2,deck814743,0
71315,171316.0,A1,deck197966,A2,deck707709,1
71323,171324.0,A1,deck361428,A2,deck799024,0
71376,171377.0,A1,deck912030,A2,deck578264,0
71410,171411.0,A1,deck822100,A2,deck631867,0
71425,171426.0,A1,deck956742,A2,deck679959,1
71508,171509.0,A1,deck599712,A2,deck599712,0
71535,171536.0,A1,deck651132,A2,deck550173,0
71597,171598.0,A1,deck809243,A2,deck151327,1
71617,171618.0,A1,deck799024,A2,deck953788,0
71620,171621.0,A1,deck979479,A2,deck302164,1
71640,171641.0,A1,deck651132,A2,deck716913,1
71658,171659.0,A1,deck332728,A2,deck739870,1
71672,171673.0,A1,deck902884,A2,deck681935,1
71700,171701.0,A1,deck308276,A2,deck126998,0
71743,171744.0,A1,deck924291,A2,deck483519,1
71765,171766.0,A1,deck716913,A2,deck599712,0
71796,171797.0,A1,deck702239,A2,deck224532,1
71849,171850.0,A1,deck847742,A2,deck953788,0
71856,171857.0,A1,deck716913,A2,deck822100,1
71906,171907.0,A1,deck525929,A2,deck707709,1
71950,171951.0,A1,deck679959,A2,deck295052,1
72008,172009.0,A1,deck197966,A2,deck757429,0
72015,172016.0,A1,deck702239,A2,deck707709,0
72106,172107.0,A1,deck757429,A2,deck681935,1
72152,172153.0,A1,deck308276,A2,deck648089,0
72160,172161.0,A1,deck924291,A2,deck762510,1
72216,172217.0,A1,deck371776,A2,deck197966,0
72217,172218.0,A1,deck455144,A2,deck483519,0
72232,172233.0,A1,deck953788,A2,deck667883,1
72234,172235.0,A1,deck302164,A2,deck757429,0
72309,172310.0,A1,deck458651,A2,deck799024,0
72365,172366.0,A1,deck578264,A2,deck929572,0
72366,172367.0,A1,deck929572,A2,deck565877,0
72378,172379.0,A1,deck380067,A2,deck525929,1
72415,172416.0,A1,deck679959,A2,deck631867,0
72440,172441.0,A1,deck834253,A2,deck308276,0
72443,172444.0,A1,deck822100,A2,deck834253,0
72446,172447.0,A1,deck332728,A2,deck380067,1
72447,172448.0,A1,deck809243,A2,deck483519,1
